ch_1,ch_10,ch_100,ch_101,ch_102,ch_103,ch_104,ch_105,ch_106,ch_107,ch_108,ch_109,ch_11,ch_110,ch_111,ch_112,ch_113,ch_114,ch_115,ch_116,ch_117,ch_118,ch_119,ch_12,ch_120,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_2,ch_20,ch_21,ch_22,ch_23,ch_24,ch_25,ch_26,ch_27,ch_28,ch_29,ch_3,ch_30,ch_31,ch_32,ch_33,ch_34,ch_35,ch_36,ch_37,ch_38,ch_39,ch_4,ch_40,ch_41,ch_42,ch_43,ch_44,ch_45,ch_46,ch_47,ch_48,ch_49,ch_5,ch_50,ch_51,ch_52,ch_53,ch_54,ch_55,ch_56,ch_57,ch_58,ch_59,ch_6,ch_60,ch_61,ch_62,ch_63,ch_64,ch_65,ch_66,ch_67,ch_68,ch_69,ch_7,ch_70,ch_71,ch_72,ch_73,ch_74,ch_75,ch_76,ch_77,ch_78,ch_79,ch_8,ch_80,ch_81,ch_82,ch_83,ch_84,ch_85,ch_86,ch_87,ch_88,ch_89,ch_9,ch_90,ch_91,ch_92,ch_93,ch_94,ch_95,ch_96,ch_97,ch_98,ch_99
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12049163.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12049163.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12049163.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.00002289,0,0,12049163.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.8360291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.00002289,0,0,12049163.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.8360291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.00002289,0,0,12049163.89,0,0,0,0,0,0,0,5.48683E+14,2.34881E+11,0,0,0,0,0,5.48683E+14,0,0,8064,127.8633728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,3232,0,128,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374783993,12680,5.137663841,0,0,0,12688,0.0078336,48,0,0,2624,4135936,5744,0,0,0,0,0,0,0,0,0,0,0,6060,50.00002289,0,13816,12049163.89,12684,0,3232,0,0,-4,-4,5.48683E+14,2.34881E+11,0,0,0,0,0,5.48683E+14,0,0,8064,127.8633728,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1472,2240,0,27.42580032,0,58452,0,0,0,0
1944,0,1152,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,3232,0,128,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374783993,12680,5.137663841,0,0,0,12688,0.0078336,48,0,0,2624,4135936,5744,2560,128,19216,0,6416,12708,0,-8,153598080,16272,19544,6060,179.0000916,0,13816,12049163.89,12684,0,3232,19544,19440,-4,-4,5.48683E+14,2.34881E+11,0,134144,0,0,0,5.48683E+14,0,0,8064,127.7852478,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1472,2240,0,27.42580032,384,58452,0,2560,89600,0
1944,0,1152,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,3236,0,128,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187391996,12728,2.0769279,0,0,0,12680,0.0078336,32,0,0,9344,4135936,10496,2560,128,0,0,6424,12760,0,-8,153598080,15664,19484,6060,179.0000916,127.7544937,23056,12049163.89,12592,0,3236,19484,19628,56,4,5.48683E+14,2.34881E+11,0,133760,9792,0,1382.400024,5.48683E+14,0,0,8064,127.7852478,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1184,2496,0,8.222661972,384,58812,56288,2560,89600,0
1944,0,1152,128,600574848,0,0,0,0,0,0,77.68144989,3142.400146,7.046469212,0,0,0,0,0,0,0,0,0,128,0,3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187391996,12728,2.0769279,0,0,0,12680,0.0078336,32,0,0,9344,4135936,10496,2560,128,0,0,6440,12832,0,-8,153567232,19616,19880,6060,179.0000916,127.7544937,23056,12049163.89,12592,256,3236,19880,20112,56,4,5.48683E+14,2.34881E+11,0,136576,9792,0,1382.400024,5.48683E+14,0,0,8064,127.6797791,1280,0,0,0,0,0,768,7680,384,0,0,0,0,0,0,12692,-1184,2496,0,8.222661972,384,58812,30688,2560,89600,0
1948,0,1152,128,600574848,0,0,0,0,0,0,77.68144989,3142.400146,7.046469212,0,0,0,0,0,0,0,0,0,128,0,3240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187391996,12680,0,0,0,0,12688,0.0078336,48,0,0,11360,4135936,12896,2560,128,0,0,6456,12780,0,-8,153567232,22272,20144,6064,179.0000916,127.7544937,28176,12049163.89,12592,256,3240,20144,20256,196,12,5.48683E+14,2.34881E+11,0,138496,9792,0,1382.400024,5.48683E+14,0,0,8064,127.6797791,1280,0,0,0,0,0,768,7680,384,0,0,0,0,0,0,12692,-1344,2336,0,7.906255722,384,59176,10208,2560,89600,0
1948,0,1152,128,600574848,128,-349.5,0,7.046414375,0,-31,77.68144989,3142.400146,7.046469212,7.051957607,0,0,0,0,0,0,0,0,128,0,3240,10076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187391996,12680,0,0,0,12736,12688,0.0078336,48,0,976,11360,4135936,12896,2560,128,0,0,6464,12780,0,-8,153598080,23680,20284,6064,179.0000916,127.7544937,28176,12049163.89,12592,256,3240,20284,20284,196,12,5.48683E+14,2.34881E+11,0,139392,9792,0,1382.400024,5.48683E+14,0,0,8064,127.7579041,1280,0,0,0,0,0,768,7680,384,0,3968,0,0,26.53939056,0,12692,-1344,2336,0,7.906255722,384,59176,0,2560,89600,8700
1948,0,1152,128,600574848,128,-349.5,0,7.046414375,0,-31,77.68144989,3142.400146,7.046469212,7.051957607,0,0,0,0,0,0,0,0,128,0,3240,10076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187391996,12740,0,0,0,12736,12680,0.0078336,64,0,976,14368,4135936,12480,2560,128,0,0,6488,12992,0,-8,153598080,28336,20480,6064,179.0000916,127.9223633,27688,12049163.89,12684,256,3240,20480,20480,408,4,5.48683E+14,2.34881E+11,0,140800,9792,0,1382.400024,5.48683E+14,0,0,8064,127.7579041,1280,0,0,0,0,0,768,7680,384,0,3968,0,0,26.53939056,0,12692,-1440,2240,0,7.406255245,384,59540,0,2560,89600,8700
1948,0,1152,128,600574848,128,-349.5,0,7.046414375,0,-31,77.68144989,3142.400146,7.046469212,7.051957607,0,2725.174561,480.0307312,0,0,2515.160889,2829.181152,0,128,5503.647461,3240,10076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187391996,12740,0,0,0,12736,12680,0.0078336,64,0,976,14368,4135936,12480,2560,128,0,0,6504,12708,0,-8,153598080,28704,20480,6064,179.0000916,127.9223633,27688,12049163.89,12684,256,3240,20480,20480,408,4,5.48683E+14,2.34881E+11,0,140800,9792,0,1382.400024,5.48683E+14,0,0,8064,127.8086853,1280,0,0,0,0,0,768,7680,384,0,3968,0,0,26.53939056,0,12692,-1440,2240,0,7.406255245,384,59540,0,2560,89600,8700
1952,0,0,128,600574848,128,-349.5,0,7.046414375,0,-31,77.68144989,3142.400146,7.046469212,7.051957607,0,2725.174561,480.0307312,0,0,2515.160889,2829.181152,0,128,5503.647461,3244,10076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187391996,12740,0,0,0,12736,12744,0.0078336,32,0,976,19536,4135936,22848,2580,128,0,0,6504,13240,0,-8,153598080,38592,20520,6064,179.0000916,127.9223633,37184,12049163.89,12524,256,3244,21120,20480,704,20,5.48683E+14,2.34881E+11,0,141056,9792,0,1382.400024,5.48683E+14,0,0,8064,127.8086853,1280,0,0,0,0,0,768,7680,384,0,3968,0,0,26.53939056,0,12692,-1408,2176,0,7.628911495,384,59900,0,2560,89600,8700
