ch_1,ch_10,ch_100,ch_101,ch_102,ch_103,ch_104,ch_105,ch_106,ch_107,ch_108,ch_109,ch_11,ch_110,ch_111,ch_112,ch_113,ch_114,ch_115,ch_116,ch_117,ch_118,ch_119,ch_12,ch_120,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_2,ch_20,ch_21,ch_22,ch_23,ch_24,ch_25,ch_26,ch_27,ch_28,ch_29,ch_3,ch_30,ch_31,ch_32,ch_33,ch_34,ch_35,ch_36,ch_37,ch_38,ch_39,ch_4,ch_40,ch_41,ch_42,ch_43,ch_44,ch_45,ch_46,ch_47,ch_48,ch_49,ch_5,ch_50,ch_51,ch_52,ch_53,ch_54,ch_55,ch_56,ch_57,ch_58,ch_59,ch_6,ch_60,ch_61,ch_62,ch_63,ch_64,ch_65,ch_66,ch_67,ch_68,ch_69,ch_7,ch_70,ch_71,ch_72,ch_73,ch_74,ch_75,ch_76,ch_77,ch_78,ch_79,ch_8,ch_80,ch_81,ch_82,ch_83,ch_84,ch_85,ch_86,ch_87,ch_88,ch_89,ch_9,ch_90,ch_91,ch_92,ch_93,ch_94,ch_95,ch_96,ch_97,ch_98,ch_99
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12049379.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12049379.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12049379.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153567232,0,0,0,179.0000916,0,0,12049379.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.9375916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153567232,0,0,0,179.0000916,0,0,12049379.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.9375916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153536384,0,0,0,179.0000916,0,0,12049379.77,0,0,0,0,0,0,0,5.48688E+14,2.85213E+11,0,0,0,0,0,5.48684E+14,5.48714E+11,0,-16384,127.8868103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3296,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,3912,0,128,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339648008,12668,5.137663841,0,0,0,12760,0.0078336,32,0,0,40240,0,0,0,0,0,0,0,0,0,0,153536384,0,0,0,179.0000916,0,0,12049379.77,0,0,0,0,0,0,0,5.48688E+14,2.85213E+11,0,0,0,0,0,5.48684E+14,5.48714E+11,0,-16384,127.8868103,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,3584,0,0,0,0,22.02735901,0,0,0,0,0,0
3296,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,3912,0,128,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339648008,12668,5.137663841,0,0,0,12760,0.0078336,32,0,0,40240,4257792,39840,3520,128,0,0,6000,14768,0,-8,153505536,88160,4628,3772,179.0000916,19.29356766,74432,12049379.77,12608,0,5432,22400,22400,22068,16,5.48688E+14,2.85213E+11,0,19968,0,0,0,5.48684E+14,5.48714E+11,0,-16384,127.9375916,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,3584,0,2784,2432,0,22.02735901,384,60736,0,2560,89600,0
3300,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,3920,0,128,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370880008,12724,2.0769279,0,0,0,12728,0.0078336,32,0,0,40720,4257792,39840,3526,128,0,0,6008,14824,0,-8,153505536,88224,4652,3772,179.0000916,19.29356766,74432,12049379.77,12608,0,5432,22400,22400,22068,16,5.48688E+14,2.85213E+11,0,20096,9740.799805,0,1382.400024,5.48684E+14,5.48714E+11,0,-16384,127.9375916,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,3584,0,2784,2432,0,22.07423401,384,60736,0,2560,89600,0
3300,0,0,128,604958336,0,0,0,0,0,0,1.874853969,3296,8.124897003,0,0,0,0,0,0,0,0,0,128,0,3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370880008,12724,2.0769279,0,0,0,12728,0.0078336,32,0,0,40720,4262912,40432,3518,128,0,0,6000,15000,0,-8,153474688,88144,4728,3776,179.0000916,18.04819107,73056,12049379.77,12696,896,5228,22400,22400,23984,28,5.48688E+14,2.85213E+11,0,20736,9740.799805,0,1382.400024,5.48684E+14,5.48714E+11,0,-16384,127.9649353,1280,0,0,0,0,0,768,7808,768,0,0,0,0,0,3584,12620,3072,2528,0,22.07423401,384,60512,0,2560,89600,0
3304,0,0,128,604958336,0,0,0,8.124896049,0,0,1.874853969,3296,8.124897003,8.125029564,0,0,0,0,0,0,0,0,128,0,3928,9456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343551993,12792,0,0,0,12736,12704,0.0078336,64,0,0,40880,4262912,40432,3840,128,0,0,6040,15000,0,-8,153474688,88064,4800,3776,179.0000916,18.04819107,73056,12049379.77,12696,896,5228,22400,22400,23984,28,5.48688E+14,2.85213E+11,0,21376,9740.799805,0,1382.400024,5.48684E+14,5.48714E+11,0,-16384,127.9649353,1280,0,0,0,0,0,768,7808,768,0,3968,0,0,31.77855873,3584,12620,3072,2528,0,22.00392151,512,60512,0,2560,89600,0
3304,0,0,128,604958336,128,-349.5,0,8.124896049,0,-31,1.874853969,3296,8.124897003,8.125029564,0,0,0,0,0,0,0,0,128,0,3928,9456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343551993,12792,0,0,0,12736,12704,0.0078336,64,0,3180,40880,4264960,40656,3840,128,0,0,6064,15000,0,-8,153443840,88608,4620,3776,179.0000916,18.04819107,77024,12049379.77,12680,896,5052,22300,22656,25664,20,5.48688E+14,2.85213E+11,0,19840,9740.799805,0,1382.400024,5.48684E+14,5.48714E+11,0,-16384,127.7852478,1280,0,0,0,0,0,768,7808,768,0,3968,0,0,31.77855873,3584,12620,2976,2464,0,22.00392151,512,60256,0,2560,89600,7488
3308,0,0,128,604958336,128,-349.5,0,8.124896049,0,-31,1.874853969,3296,8.124897003,8.125029564,0,0,0,0,0,0,0,0,128,0,3936,9456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339648008,12812,0,0,0,12736,12728,0.0078336,80,0,3180,41632,4264960,40656,3840,128,0,0,6064,14752,0,-8,153443840,89056,4460,3776,179.0000916,18.04819107,77024,12049379.77,12680,896,5052,22300,22656,25664,20,5.48688E+14,2.85213E+11,0,18432,9740.799805,0,1382.400024,5.48684E+14,5.48714E+11,0,-16384,127.7852478,1280,0,0,0,0,0,768,7808,768,0,3968,0,0,31.77855873,3584,12620,2976,2464,0,22.37501526,512,60256,0,2560,89600,7488
