ch_1,ch_10,ch_100,ch_101,ch_102,ch_103,ch_104,ch_105,ch_106,ch_107,ch_108,ch_109,ch_11,ch_110,ch_111,ch_112,ch_113,ch_114,ch_115,ch_116,ch_117,ch_118,ch_119,ch_12,ch_120,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_2,ch_20,ch_21,ch_22,ch_23,ch_24,ch_25,ch_26,ch_27,ch_28,ch_29,ch_3,ch_30,ch_31,ch_32,ch_33,ch_34,ch_35,ch_36,ch_37,ch_38,ch_39,ch_4,ch_40,ch_41,ch_42,ch_43,ch_44,ch_45,ch_46,ch_47,ch_48,ch_49,ch_5,ch_50,ch_51,ch_52,ch_53,ch_54,ch_55,ch_56,ch_57,ch_58,ch_59,ch_6,ch_60,ch_61,ch_62,ch_63,ch_64,ch_65,ch_66,ch_67,ch_68,ch_69,ch_7,ch_70,ch_71,ch_72,ch_73,ch_74,ch_75,ch_76,ch_77,ch_78,ch_79,ch_8,ch_80,ch_81,ch_82,ch_83,ch_84,ch_85,ch_86,ch_87,ch_88,ch_89,ch_9,ch_90,ch_91,ch_92,ch_93,ch_94,ch_95,ch_96,ch_97,ch_98,ch_99
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12047531.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12047531.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12047531.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153582720,0,0,0,179.0000916,0,0,12047531.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.7305603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153582720,0,0,0,179.0000916,0,0,12047531.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.7305603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,260.7503967,0,0,2044.003174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153551872,0,0,0,179.0000916,0,0,12047531.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65072E+11,0,0,127.7305603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,260.7503967,0,0,2044.003174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153551872,0,0,0,179.0000916,0,0,12047531.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65072E+11,0,0,127.7305603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4676,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,7032,0,0,0,0,0,0,0,0,260.7503967,0,0,2044.003174,0,0,0,0,0,0,0,0.308416009,12932,0.546559989,0,0,0,13128,0.0078336,32,0,0,39840,4334592,39552,0,0,0,0,0,0,0,0,153520896,0,0,4852,179.0000916,17.9466877,73128,12047531.28,12840,0,6644,0,0,6436,-16,0,0,0,0,0,0,0,0,3.65072E+11,0,0,127.6797791,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,3584,0,2144,2656,0,21.96095276,0,52564,0,0,0,0
4676,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,7032,0,0,0,0,0,0,0,0,260.7503967,0,0,2044.003174,0,0,0,0,0,0,0,0.308416009,12932,0.546559989,0,0,0,13128,0.0078336,32,0,0,39840,4334592,39552,3840,128,0,464,9336,14728,0,20,153520896,88368,4704,4852,179.0000916,17.9466877,73128,12047531.28,12840,0,6644,22372,22656,6436,-16,0,0,0,20608,11033.60059,0,1228.800049,0,3.65072E+11,0,0,127.6797791,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,3584,0,2144,2656,0,21.96095276,512,52564,0,2560,89600,0
4680,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,7032,0,0,0,0,0,0,0,0,260.7503967,0,0,2044.003174,0,0,0,0,0,0,0,0.156159997,12920,0,0,0,0,13124,0.0078336,32,0,0,39984,4334592,39552,3840,128,0,352,9336,14836,0,8,153490048,88656,4620,4852,175.7500763,17.9466877,73128,12047531.28,12840,0,6644,22396,22656,6436,-16,0,0,0,19840,11033.60059,0,1228.800049,0,3.65072E+11,0,0,127.7852478,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,3584,0,2144,2656,0,22.00001526,512,52564,0,2560,89600,0
4680,0,0,128,557909248,0,0,0,0,0,0,1.937349081,3270.400146,10.36753368,0,0,0,0,0,0,0,0,0,128,0,7032,0,0,0,0,0,0,0,0,260.7503967,0,0,2044.003174,0,0,0,0,0,0,0,0.156159997,12920,0,0,0,0,13124,0.0078336,32,0,0,39984,4332544,39280,3840,128,0,144,9336,14728,0,-4,153490048,88768,4604,4856,175.7500763,17.68511963,71648,12047531.28,12856,896,6700,22396,22656,8592,0,0,0,0,19584,11033.60059,0,1228.800049,0,3.65072E+11,0,0,127.7852478,1280,0,0,0,0,0,768,5632,384,0,0,0,0,0,3584,12732,2208,2848,0,22.00001526,512,52480,0,2560,89600,0
4684,0,0,128,557909248,128,-349.5,0,10.36753273,0,-31,1.937349081,3270.400146,10.36753368,10.36767006,0,0,0,0,0,0,0,0,128,0,7032,12096,0,0,0,0,0,0,0,260.7503967,0,0,2044.003174,0,0,0,0,0,0,0,0.249855995,13024,0,0,0,12752,13176,0.0078336,32,0,3232,40176,4332544,39088,3840,128,0,368,9352,14568,0,16,153459200,88912,4568,4864,172.5000763,17.68511963,73128,12047531.28,12908,896,6748,22424,22656,10708,0,0,0,0,19328,11033.60059,0,1228.800049,0,3.65072E+11,0,0,127.7852478,1280,0,0,0,0,0,768,5632,384,0,3968,0,0,41.46828842,3584,12732,1952,2496,0,22.10157776,512,52400,0,2560,89600,8088
4684,0,0,128,557909248,128,-349.5,0,10.36753273,0,-31,1.937349081,3270.400146,10.36753368,10.36767006,0,0,0,0,0,0,0,0,128,0,7032,12096,0,0,0,0,0,0,0,260.7503967,0,0,2044.003174,0,0,0,0,0,0,0,0.249855995,13024,0,0,0,12752,13176,0.0078336,32,0,3232,40176,4332544,39088,3840,128,0,480,9368,14444,0,24,153459200,88992,4556,4864,172.5000763,17.68511963,73128,12047531.28,12908,896,6748,22548,22656,10708,0,0,0,0,19200,11033.60059,0,1228.800049,0,3.65072E+11,0,0,127.7852478,1280,0,0,0,0,0,768,5632,384,0,3968,0,0,41.46828842,3584,12732,1952,2496,0,22.10157776,512,52400,0,2560,89600,8088
4688,0,0,128,557909248,128,-349.5,0,10.36753273,0,-31,1.937349081,3270.400146,10.36753368,10.36767006,0,2165.138672,0,16640,0,257.016449,1280.081909,256.0163879,128,1310.416138,7028,12096,0,0,0,0,0,0,0,260.7503967,0,0,2044.003174,0,0,0,0,0,0,0,0.249855995,13012,0,0,0,12752,13316,0.0078336,32,0,3232,39856,4333568,39392,3840,128,0,928,9376,14356,0,28,153428352,88928,4604,4868,169.2500763,17.32595253,72944,12047531.28,12996,896,6792,22640,22656,12588,-16,0,0,0,19584,11033.60059,0,1228.800049,0,3.65072E+11,0,0,127.8086853,1280,0,0,0,0,0,768,5632,384,0,3968,0,0,41.46828842,3584,12732,2016,2752,0,22.08595276,512,52320,0,2560,89600,8088
4688,0,0,128,557909248,128,-349.5,0,10.36753273,0,-31,1.937349081,3270.400146,10.36753368,10.36767006,0,2165.138672,0,16640,0,257.016449,1280.081909,256.0163879,128,1310.416138,7028,12096,0,0,0,0,0,0,0,260.7503967,0,0,2044.003174,0,0,0,0,0,0,0,0.249855995,13012,0,0,0,12752,13316,0.0078336,32,0,3232,39856,4333568,39392,3840,128,0,768,9384,14640,0,24,153428352,89072,4564,4868,169.2500763,17.32595253,72944,12047531.28,12996,896,6792,22640,22656,12588,-16,0,0,0,19200,11033.60059,0,1228.800049,0,3.65072E+11,0,0,127.8086853,1280,0,0,0,0,0,768,5632,384,0,3968,0,0,41.46828842,3584,12732,2016,2752,0,22.08595276,512,52320,0,2560,89600,8088
4688,28,0,128,557909248,128,-349.5,0,10.36753273,0,-31,1.937349081,3270.400146,10.36753368,10.36767006,0,2165.138672,0,16640,0,257.016449,1280.081909,256.0163879,128,1310.416138,7024,12096,0,0,0,0,0,0,0,260.7503967,0,0,2044.003174,0,0,0,0,0,0,0,0.308416009,13044,0,0,0,12752,13076,0.0078336,32,0,3232,39696,4332544,39408,3840,128,0,1056,9392,14780,0,28,153397504,89104,4568,4872,166.0000763,17.32595253,72016,12047531.28,13016,896,6828,22672,22656,14368,-20,0,0,0,19328,11033.60059,0,1228.800049,0,3.65072E+11,0,0,127.7305603,1280,0,0,0,0,0,768,5632,384,0,3968,0,0,41.46828842,3584,12732,1920,2720,0,22.00392151,512,52240,0,2560,89600,8088
